sample_id	forward-absolute-filepath	reverse-absolute-filepath	Mouse-ID	LK16Sid	ExName	Ex	LavageDate	MP	SampleOrigin	Cage	ExCage	ExCageTp	Timepoint	TimeP	Timepoint.wks	AntibioticTx	Infected	Tp.Cage	Tp.ABX	Tp.Infect	ABX.Infect	Tp.ABX.Infect	NaturalMicro	InfectionStage	InfectStage2	InfectStageDepo	InfectStagePreUM	InfectStageDEM	ViralCopyNumber	ViralCopyNumberHighLow	DiseaseCINEndpoint 	DiseaseCINEndpointRanked	Cleared.Persistent
LK16S004-129	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_129_S133_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_129_S133_R2_001.fastq.gz	09-01-M9-2	LK16S004_129	Baseline	E3	9/1/20	M9-2	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp4	Timepoint 4	4	4	ABX	Mock	Tp4_Cage9	Tp4_ABX	Tp4_Mock	ABX_Mock	Tp4_ABX_Mock	No	2 wks post-MmuPV1 infection	Infected	Infected	Mock	Infection Establishment (2wpi)					
LK16S004-130	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_130_S134_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_130_S134_R2_001.fastq.gz	09-01-M9-3	LK16S004_130	Baseline	E3	9/1/20	M9-3	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp4	Timepoint 4	4	4	ABX	Mock	Tp4_Cage9	Tp4_ABX	Tp4_Mock	ABX_Mock	Tp4_ABX_Mock	No	2 wks post-MmuPV1 infection	Infected	Infected	Mock	Infection Establishment (2wpi)					
LK16S004-131	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_131_S135_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_131_S135_R2_001.fastq.gz	09-01-M10-1	LK16S004_131	Baseline	E3	9/1/20	M10-1	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp4	Timepoint 4	4	4	ABX	Infected	Tp4_Cage10	Tp4_ABX	Tp4_Infected	ABX_Infected	Tp4_ABX_Infected	No	2 wks post-MmuPV1 infection	Infected	Infected	Infected	Infection Establishment (2wpi)					
LK16S004-132	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_132_S136_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_132_S136_R2_001.fastq.gz	09-01-M10-2	LK16S004_132	Baseline	E3	9/1/20	M10-2	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp4	Timepoint 4	4	4	ABX	Infected	Tp4_Cage10	Tp4_ABX	Tp4_Infected	ABX_Infected	Tp4_ABX_Infected	No	2 wks post-MmuPV1 infection	Infected	Infected	Infected	Infection Establishment (2wpi)					
LK16S004-133	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_133_S137_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_133_S137_R2_001.fastq.gz	09-01-M10-3	LK16S004_133	Baseline	E3	9/1/20	M10-3	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp4	Timepoint 4	4	4	ABX	Infected	Tp4_Cage10	Tp4_ABX	Tp4_Infected	ABX_Infected	Tp4_ABX_Infected	No	2 wks post-MmuPV1 infection	Infected	Infected	Infected	Infection Establishment (2wpi)					
LK16S004-134	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_134_S138_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_134_S138_R2_001.fastq.gz	09-01-M11-1	LK16S004_134	Baseline	E3	9/1/20	M11-1	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp4	Timepoint 4	4	4	None	Infected	Tp4_Cage11	Tp4_None	Tp4_Infected	None_Infected	Tp4_None_Infected	No	2 wks post-MmuPV1 infection	Infected	Infected	Infected	Infection Establishment (2wpi)			CIN3	High 	Persistent
LK16S004-135	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_135_S139_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_135_S139_R2_001.fastq.gz	09-01-M11-2	LK16S004_135	Baseline	E3	9/1/20	M11-2	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp4	Timepoint 4	4	4	None	Infected	Tp4_Cage11	Tp4_None	Tp4_Infected	None_Infected	Tp4_None_Infected	No	2 wks post-MmuPV1 infection	Infected	Infected	Infected	Infection Establishment (2wpi)					
LK16S004-136	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_136_S140_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_136_S140_R2_001.fastq.gz	09-01-M11-3	LK16S004_136	Baseline	E3	9/1/20	M11-3	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp4	Timepoint 4	4	4	None	Infected	Tp4_Cage11	Tp4_None	Tp4_Infected	None_Infected	Tp4_None_Infected	No	2 wks post-MmuPV1 infection	Infected	Infected	Infected	Infection Establishment (2wpi)			CIN2	Low	Persistent
LK16S004-137	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_137_S141_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_137_S141_R2_001.fastq.gz	09-01-C22	LK16S004_137	Baseline	E3	9/1/20	C22	Cage Wall	Cage9	E3_Cage9	E3_Cage9_Tp4	Timepoint 4	4	4	ABX	Mock	Tp4_Cage9	Tp4_ABX	Tp4_Mock	ABX_Mock	Tp4_ABX_Mock	No	2 wks post-MmuPV1 infection	Infected	Infected	Mock	Infection Establishment (2wpi)					
LK16S004-138	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_138_S142_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_138_S142_R2_001.fastq.gz	09-01-C24	LK16S004_138	Baseline	E3	9/1/20	C24	Cage Wall	Cage10	E3_Cage10	E3_Cage10_Tp4	Timepoint 4	4	4	ABX	Infected	Tp4_Cage10	Tp4_ABX	Tp4_Infected	ABX_Infected	Tp4_ABX_Infected	No	2 wks post-MmuPV1 infection	Infected	Infected	Infected	Infection Establishment (2wpi)					
LK16S004-139	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_139_S143_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_139_S143_R2_001.fastq.gz	09-01-C26	LK16S004_139	Baseline	E3	9/1/20	C26	Cage Wall	Cage11	E3_Cage11	E3_Cage11_Tp4	Timepoint 4	4	4	None	Infected	Tp4_Cage11	Tp4_None	Tp4_Infected	None_Infected	Tp4_None_Infected	No	2 wks post-MmuPV1 infection	Infected	Infected	Infected	Infection Establishment (2wpi)					
LK16S004-140	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_140_S144_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_140_S144_R2_001.fastq.gz	09-16-M3-1	LK16S004_140	Baseline	E3	9/16/20	M3-1	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp5	Timepoint 5	5	6	ABX	Mock	Tp5_Cage3	Tp5_ABX	Tp5_Mock	ABX_Mock	Tp5_ABX_Mock	No	4 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-141	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_141_S145_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_141_S145_R2_001.fastq.gz	09-16-M3-2	LK16S004_141	Baseline	E3	9/16/20	M3-2	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp5	Timepoint 5	5	6	ABX	Mock	Tp5_Cage3	Tp5_ABX	Tp5_Mock	ABX_Mock	Tp5_ABX_Mock	No	4 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-142	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_142_S146_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_142_S146_R2_001.fastq.gz	09-16-M3-3	LK16S004_142	Baseline	E3	9/16/20	M3-3	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp5	Timepoint 5	5	6	ABX	Mock	Tp5_Cage3	Tp5_ABX	Tp5_Mock	ABX_Mock	Tp5_ABX_Mock	No	4 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-143	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_143_S147_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_143_S147_R2_001.fastq.gz	09-16-M4-1	LK16S004_143	Baseline	E3	9/16/20	M4-1	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp5	Timepoint 5	5	6	ABX	Infected	Tp5_Cage4	Tp5_ABX	Tp5_Infected	ABX_Infected	Tp5_ABX_Infected	No	4 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)			CIN3	High	
LK16S004-144	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_144_S148_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_144_S148_R2_001.fastq.gz	09-16-M4-2	LK16S004_144	Baseline	E3	9/16/20	M4-2	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp5	Timepoint 5	5	6	ABX	Infected	Tp5_Cage4	Tp5_ABX	Tp5_Infected	ABX_Infected	Tp5_ABX_Infected	No	4 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)			CIN3	High 	
LK16S004-145	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_145_S149_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_145_S149_R2_001.fastq.gz	09-16-M4-3	LK16S004_145	Baseline	E3	9/16/20	M4-3	Mouse	Cage4	E3_Cage4	E3_Cage4_Tp5	Timepoint 5	5	6	ABX	Infected	Tp5_Cage4	Tp5_ABX	Tp5_Infected	ABX_Infected	Tp5_ABX_Infected	No	4 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)			CIN2	Low	
LK16S004-146	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_146_S150_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_146_S150_R2_001.fastq.gz	09-16-M5-1	LK16S004_146	Baseline	E3	9/16/20	M5-1	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp5	Timepoint 5	5	6	ABX	Untouched	Tp5_Cage5	Tp5_ABX	Tp5_Untouched	ABX_Untouched	Tp5_ABX_Untouched	No	4 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-147	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_147_S151_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_147_S151_R2_001.fastq.gz	09-16-M5-2	LK16S004_147	Baseline	E3	9/16/20	M5-2	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp5	Timepoint 5	5	6	ABX	Untouched	Tp5_Cage5	Tp5_ABX	Tp5_Untouched	ABX_Untouched	Tp5_ABX_Untouched	No	4 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-148	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_148_S152_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_148_S152_R2_001.fastq.gz	09-16-M5-3	LK16S004_148	Baseline	E3	9/16/20	M5-3	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp5	Timepoint 5	5	6	ABX	Untouched	Tp5_Cage5	Tp5_ABX	Tp5_Untouched	ABX_Untouched	Tp5_ABX_Untouched	No	4 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-149	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_149_S153_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_149_S153_R2_001.fastq.gz	09-16-M5-4	LK16S004_149	Baseline	E3	9/16/20	M5-4	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp5	Timepoint 5	5	6	ABX	Untouched	Tp5_Cage5	Tp5_ABX	Tp5_Untouched	ABX_Untouched	Tp5_ABX_Untouched	No	4 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-150	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_150_S154_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_150_S154_R2_001.fastq.gz	09-16-M5-5	LK16S004_150	Baseline	E3	9/16/20	M5-5	Mouse	Cage5	E3_Cage5	E3_Cage5_Tp5	Timepoint 5	5	6	ABX	Untouched	Tp5_Cage5	Tp5_ABX	Tp5_Untouched	ABX_Untouched	Tp5_ABX_Untouched	No	4 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-151	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_151_S155_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_151_S155_R2_001.fastq.gz	09-16-M6-1	LK16S004_151	Baseline	E3	9/16/20	M6-1	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp5	Timepoint 5	5	6	None	Untouched	Tp5_Cage6	Tp5_None	Tp5_Untouched	None_Untouched	Tp5_None_Untouched	No	4 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-152	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_152_S156_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_152_S156_R2_001.fastq.gz	09-16-M6-2	LK16S004_152	Baseline	E3	9/16/20	M6-2	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp5	Timepoint 5	5	6	None	Untouched	Tp5_Cage6	Tp5_None	Tp5_Untouched	None_Untouched	Tp5_None_Untouched	No	4 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-153	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_153_S157_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_153_S157_R2_001.fastq.gz	09-16-M6-3	LK16S004_153	Baseline	E3	9/16/20	M6-3	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp5	Timepoint 5	5	6	None	Untouched	Tp5_Cage6	Tp5_None	Tp5_Untouched	None_Untouched	Tp5_None_Untouched	No	4 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-154	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_154_S158_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_154_S158_R2_001.fastq.gz	09-16-M6-4	LK16S004_154	Baseline	E3	9/16/20	M6-4	Mouse	Cage6	E3_Cage6	E3_Cage6_Tp5	Timepoint 5	5	6	None	Untouched	Tp5_Cage6	Tp5_None	Tp5_Untouched	None_Untouched	Tp5_None_Untouched	No	4 wks post-MmuPV1 infection	Infected	Infected	Untouched	Early Infection (4 & 6wpi)					
LK16S004-155	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_155_S159_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_155_S159_R2_001.fastq.gz	09-16-M7-1	LK16S004_155	Baseline	E3	9/16/20	M7-1	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp5	Timepoint 5	5	6	None	Infected	Tp5_Cage7	Tp5_None	Tp5_Infected	None_Infected	Tp5_None_Infected	No	4 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)					
LK16S004-156	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_156_S160_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_156_S160_R2_001.fastq.gz	09-16-M7-2	LK16S004_156	Baseline	E3	9/16/20	M7-2	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp5	Timepoint 5	5	6	None	Infected	Tp5_Cage7	Tp5_None	Tp5_Infected	None_Infected	Tp5_None_Infected	No	4 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)	4.47E+03	Low	CIN3	High	Persistent
LK16S004-157	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_157_S161_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_157_S161_R2_001.fastq.gz	09-16-M7-3	LK16S004_157	Baseline	E3	9/16/20	M7-3	Mouse	Cage7	E3_Cage7	E3_Cage7_Tp5	Timepoint 5	5	6	None	Infected	Tp5_Cage7	Tp5_None	Tp5_Infected	None_Infected	Tp5_None_Infected	No	4 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)	1.01E+04	Low	CIN2	Low	Persistent
LK16S004-158	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_158_S162_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_158_S162_R2_001.fastq.gz	09-16-M8-1	LK16S004_158	Baseline	E3	9/16/20	M8-1	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp5	Timepoint 5	5	6	None	Mock	Tp5_Cage8	Tp5_None	Tp5_Mock	None_Mock	Tp5_None_Mock	No	4 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-159	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_159_S163_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_159_S163_R2_001.fastq.gz	09-16-M8-2	LK16S004_159	Baseline	E3	9/16/20	M8-2	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp5	Timepoint 5	5	6	None	Mock	Tp5_Cage8	Tp5_None	Tp5_Mock	None_Mock	Tp5_None_Mock	No	4 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-160	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_160_S164_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_160_S164_R2_001.fastq.gz	09-16-M8-3	LK16S004_160	Baseline	E3	9/16/20	M8-3	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp5	Timepoint 5	5	6	None	Mock	Tp5_Cage8	Tp5_None	Tp5_Mock	None_Mock	Tp5_None_Mock	No	4 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-161	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_161_S165_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_161_S165_R2_001.fastq.gz	09-16-M8-4	LK16S004_161	Baseline	E3	9/16/20	M8-4	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp5	Timepoint 5	5	6	None	Mock	Tp5_Cage8	Tp5_None	Tp5_Mock	None_Mock	Tp5_None_Mock	No	4 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-162	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_162_S166_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_162_S166_R2_001.fastq.gz	09-16-M8-5	LK16S004_162	Baseline	E3	9/16/20	M8-5	Mouse	Cage8	E3_Cage8	E3_Cage8_Tp5	Timepoint 5	5	6	None	Mock	Tp5_Cage8	Tp5_None	Tp5_Mock	None_Mock	Tp5_None_Mock	No	4 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-163	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_163_S167_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_163_S167_R2_001.fastq.gz	09-16-M9-1	LK16S004_163	Baseline	E3	9/16/20	M9-1	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp5	Timepoint 5	5	6	ABX	Mock	Tp5_Cage9	Tp5_ABX	Tp5_Mock	ABX_Mock	Tp5_ABX_Mock	No	4 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-164	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_164_S168_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_164_S168_R2_001.fastq.gz	09-16-M9-2	LK16S004_164	Baseline	E3	9/16/20	M9-2	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp5	Timepoint 5	5	6	ABX	Mock	Tp5_Cage9	Tp5_ABX	Tp5_Mock	ABX_Mock	Tp5_ABX_Mock	No	4 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-165	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_165_S169_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_165_S169_R2_001.fastq.gz	09-16-M9-3	LK16S004_165	Baseline	E3	9/16/20	M9-3	Mouse	Cage9	E3_Cage9	E3_Cage9_Tp5	Timepoint 5	5	6	ABX	Mock	Tp5_Cage9	Tp5_ABX	Tp5_Mock	ABX_Mock	Tp5_ABX_Mock	No	4 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-166	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_166_S170_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_166_S170_R2_001.fastq.gz	09-16-M10-1	LK16S004_166	Baseline	E3	9/16/20	M10-1	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp5	Timepoint 5	5	6	ABX	Infected	Tp5_Cage10	Tp5_ABX	Tp5_Infected	ABX_Infected	Tp5_ABX_Infected	No	4 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)					
LK16S004-167	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_167_S171_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_167_S171_R2_001.fastq.gz	09-16-M10-2	LK16S004_167	Baseline	E3	9/16/20	M10-2	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp5	Timepoint 5	5	6	ABX	Infected	Tp5_Cage10	Tp5_ABX	Tp5_Infected	ABX_Infected	Tp5_ABX_Infected	No	4 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)					
LK16S004-168	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_168_S172_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_168_S172_R2_001.fastq.gz	09-16-M10-3	LK16S004_168	Baseline	E3	9/16/20	M10-3	Mouse	Cage10	E3_Cage10	E3_Cage10_Tp5	Timepoint 5	5	6	ABX	Infected	Tp5_Cage10	Tp5_ABX	Tp5_Infected	ABX_Infected	Tp5_ABX_Infected	No	4 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)					
LK16S004-169	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_169_S173_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_169_S173_R2_001.fastq.gz	09-16-M11-1	LK16S004_169	Baseline	E3	9/16/20	M11-1	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp5	Timepoint 5	5	6	None	Infected	Tp5_Cage11	Tp5_None	Tp5_Infected	None_Infected	Tp5_None_Infected	No	4 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)	4.69E+03	Low	CIN3	High 	Persistent
LK16S004-170	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_170_S174_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_170_S174_R2_001.fastq.gz	09-16-M11-3	LK16S004_170	Baseline	E3	9/16/20	M11-3	Mouse	Cage11	E3_Cage11	E3_Cage11_Tp5	Timepoint 5	5	6	None	Infected	Tp5_Cage11	Tp5_None	Tp5_Infected	None_Infected	Tp5_None_Infected	No	4 wks post-MmuPV1 infection	Infected	Infected	Infected	Early Infection (4 & 6wpi)	2.18E+03	Low	CIN2	Low	Persistent
LK16S004-171	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_171_S175_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_171_S175_R2_001.fastq.gz	09-29-M3-1	LK16S004_171	Baseline	E3	9/29/20	M3-1	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp6	Timepoint 6	6	8	ABX	Mock	Tp6_Cage3	Tp6_ABX	Tp6_Mock	ABX_Mock	Tp6_ABX_Mock	No	6 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-172	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_172_S176_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_172_S176_R2_001.fastq.gz	09-29-M3-2	LK16S004_172	Baseline	E3	9/29/20	M3-2	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp6	Timepoint 6	6	8	ABX	Mock	Tp6_Cage3	Tp6_ABX	Tp6_Mock	ABX_Mock	Tp6_ABX_Mock	No	6 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
LK16S004-173	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_173_S177_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_173_S177_R2_001.fastq.gz	09-29-M3-3	LK16S004_173	Baseline	E3	9/29/20	M3-3	Mouse	Cage3	E3_Cage3	E3_Cage3_Tp6	Timepoint 6	6	8	ABX	Mock	Tp6_Cage3	Tp6_ABX	Tp6_Mock	ABX_Mock	Tp6_ABX_Mock	No	6 wks post-MmuPV1 infection	Infected	Infected	Mock	Early Infection (4 & 6wpi)					
