"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","Mouse.ID","LK16Sid","ExName","Ex","LavageDate","MP","SampleOrigin","Cage","ExCage","ExCageTp","Timepoint","TimeP","Timepoint.wks","AntibioticTx","Tp.Cage","Tp.ABX","NaturalMicro","Infected","InfectStage2","InfectStageDepo","InfectStageDEM","InfectStage","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","DiseaseEndpointRanked","Cleared.PersistentAtEndpoint","Kingdom","Phylum","Class","Order","Family","Genus"
"777","276ea863b6be0e5bbd3234cc0e30aaa2","LKMB005_063",0.00357598978288633,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_063_S63_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_063_S63_R2_001.fastq.gz","08-19--MP5-1","LKMB005_063","Pilot","E2","19-Aug","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp3","Timepoint 3",3,4,"None","Tp3_Cage5","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","1.86E+05","High","CIN 3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Bogoriellaceae","Georgenia"
"1338","3d76fb47416ff29cd9e96175c9d56629","LKMB005_082",0.00357040845472722,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_082_S82_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_082_S82_R2_001.fastq.gz","09-01--MP4-2","LKMB005_082","Pilot","E2","1-Sep","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp4","Timepoint 4",4,6,"None","Tp4_Cage4","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","4.26E+05","High","CIN 3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dietziaceae","Dietzia"
"4574","fbe681bb9d21244b516cdfdb7f230b69","LKMB005_086",0.00355191256830601,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_086_S86_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_086_S86_R2_001.fastq.gz","09-01--MP5-3","LKMB005_086","Pilot","E2","1-Sep","MP5-3","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp4","Timepoint 4",4,6,"None","Tp4_Cage5","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","1.35E+05","High","SCC","Cancer","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"571","245242d6b16e9f8cb1017229e230b4ea","LKMB005_064",0.00355172413793103,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_064_S64_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_064_S64_R2_001.fastq.gz","08-19--MP5-2","LKMB005_064","Pilot","E2","19-Aug","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp3","Timepoint 3",3,4,"None","Tp3_Cage5","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","1.80E+05","High","No Tissue","No Tissue","Unknown","Bacteria","Firmicutes","Bacilli","Turicibacterales","Turicibacteraceae","Turicibacter"
"357","1c8169b4e7008ce117a2b8695986fe8f","LKMB005_081",0.00354430379746835,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_081_S81_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_081_S81_R2_001.fastq.gz","09-01--MP4-1","LKMB005_081","Pilot","E2","1-Sep","MP4-1","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp4","Timepoint 4",4,6,"None","Tp4_Cage4","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","2.89E+03","Low","CIN 3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"2491","874839dbb43117d336a8509bbd9d1c16","LKMB005_134",0.00351748396441134,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_134_S136_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_134_S136_R2_001.fastq.gz","09-29--MP5-1","LKMB005_134","Pilot","E2","29-Sep","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp6","Timepoint 6",6,10,"None","Tp6_Cage5","Tp6_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","8 wks post-infection with MmuPV1","3.75E+02","Low","CIN 3","High","Persistent","Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix"
"3165","b15c9f60a2fbf3f5098cb96035e3a995","LKMB005_084",0.00351150994927819,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_084_S84_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_084_S84_R2_001.fastq.gz","09-01--MP5-1","LKMB005_084","Pilot","E2","1-Sep","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp4","Timepoint 4",4,6,"None","Tp4_Cage5","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","2.22E+05","High","CIN 3","High","Persistent","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"1506","43870bfb33d01a3be9af27097ce23ee0","LKMB005_167",0.00349264705882353,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_167_S169_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_167_S169_R2_001.fastq.gz","10-13--MP6-1","LKMB005_167","Pilot","E2","13-Oct","MP6-1","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp7","Timepoint 7",7,12,"None","Tp7_Cage6","Tp7_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","10 wks post-infection with MmuPV1","6.01E+04","High","CIN 3","High","Persistent","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Cloacibacterium"
"2809","9e86f64a1fee46909e1f558ed11a9f52","LKMB005_088",0.00347455044193843,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_088_S88_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_088_S88_R2_001.fastq.gz","09-01--MP6-1","LKMB005_088","Pilot","E2","1-Sep","MP6-1","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp4","Timepoint 4",4,6,"None","Tp4_Cage6","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","3.72E+05","High","CIN 3","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"1118","37567c02744645c86f46e63fbd363b75","LKMB005_018",0.00346874791541592,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_018_S18_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_018_S18_R2_001.fastq.gz","07-21--MP5-4","LKMB005_018","Pilot","E2","21-Jul","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1",1,0,"None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","Pre-Infection","Pre-Infection","Pre-Infection","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas"
"2577","8bee7ed6663d89437e1534bd0a83c4a7","LKMB005_111",0.00344086021505376,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_111_S113_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_111_S113_R2_001.fastq.gz","09-16--MP5-4","LKMB005_111","Pilot","E2","16-Sep","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp5","Timepoint 5",5,8,"None","Tp5_Cage5","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","9.48E+03","Low","CIN 2","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"3937","dc24a3607176ef6da2dc7d02bc8070fa","LKMB005_038",0.00342857142857143,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_038_S38_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_038_S38_R2_001.fastq.gz","08-04--MP5-1","LKMB005_038","Pilot","E2","4-Aug","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2",2,2,"None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","2wks post-Abx (just prior to N9/Infxn)","Pre-Infection","Pre-Infection","Pre-Infection","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"1773","5134778235d6b968fd6eac95a2afa40d","LKMB005_137",0.00340993328391401,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_137_S139_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_137_S139_R2_001.fastq.gz","09-29--MP5-4","LKMB005_137","Pilot","E2","29-Sep","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp6","Timepoint 6",6,10,"None","Tp6_Cage5","Tp6_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","8 wks post-infection with MmuPV1","8.18E+03","Low","CIN 2","Low","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"2568","8bee7ed6663d89437e1534bd0a83c4a7","LKMB005_137",0.00340993328391401,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_137_S139_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_137_S139_R2_001.fastq.gz","09-29--MP5-4","LKMB005_137","Pilot","E2","29-Sep","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp6","Timepoint 6",6,10,"None","Tp6_Cage5","Tp6_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","8 wks post-infection with MmuPV1","8.18E+03","Low","CIN 2","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"1706","4e269cbdd41f328dabf501e891c0c3ce","LKMB005_018",0.00340204122473484,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_018_S18_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_018_S18_R2_001.fastq.gz","07-21--MP5-4","LKMB005_018","Pilot","E2","21-Jul","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1",1,0,"None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","Pre-Infection","Pre-Infection","Pre-Infection","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"116","1381e53833be538c7e162c6321cbc9f8","LKMB005_112",0.00339486526628474,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_112_S114_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_112_S114_R2_001.fastq.gz","09-16--MP6-1","LKMB005_112","Pilot","E2","16-Sep","MP6-1","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp5","Timepoint 5",5,8,"None","Tp5_Cage6","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","1.85E+05","High","CIN 3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"3035","a594287f699fc69b8c05448bd5376691","LKMB005_015",0.00338075313807531,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_015_S15_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_015_S15_R2_001.fastq.gz","07-21--MP5-1","LKMB005_015","Pilot","E2","21-Jul","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1",1,0,"None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","Pre-Infection","Pre-Infection","Pre-Infection","High","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Anaerococcus"
"4414","f8582fd06dc42e3dbfb96455edb35f00","LKMB005_109",0.0033684827182191,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_109_S111_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_109_S111_R2_001.fastq.gz","09-16--MP5-2","LKMB005_109","Pilot","E2","16-Sep","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp5","Timepoint 5",5,8,"None","Tp5_Cage5","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","4.63E+05","High","No Tissue","No Tissue","Unknown","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","[Chromatiaceae]","Alishewanella"
"1866","58cb2b30d953d4d656ef511a9fe53143","LKMB005_133",0.00336021505376344,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_133_S135_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_133_S135_R2_001.fastq.gz","09-29--MP4-3","LKMB005_133","Pilot","E2","29-Sep","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp6","Timepoint 6",6,10,"None","Tp6_Cage4","Tp6_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","8 wks post-infection with MmuPV1","1.23E+05","High","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter"
"4067","e23c69ebc53bf5a22245bbc0a1f5bd99","LKMB005_066",0.00335633041208279,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_066_S66_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_066_S66_R2_001.fastq.gz","08-19--MP5-4","LKMB005_066","Pilot","E2","19-Aug","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp3","Timepoint 3",3,4,"None","Tp3_Cage5","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","4.75E+05","High","CIN 2","Low","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides"
"1301","3b7bc0d6813f66c8449b8b204b1e3755","LKMB005_063",0.0033205619412516,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_063_S63_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_063_S63_R2_001.fastq.gz","08-19--MP5-1","LKMB005_063","Pilot","E2","19-Aug","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp3","Timepoint 3",3,4,"None","Tp3_Cage5","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","1.86E+05","High","CIN 3","High","Persistent","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Sediminibacterium"
"3457","c289964c026e9e3ffd4d61fccdf8b378","LKMB005_163",0.00331755650904587,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_163_S165_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_163_S165_R2_001.fastq.gz","10-13--MP5-1","LKMB005_163","Pilot","E2","13-Oct","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp7","Timepoint 7",7,12,"None","Tp7_Cage5","Tp7_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","10 wks post-infection with MmuPV1","1.50E+03","Low","CIN 3","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","[Prevotella]"
"3525","c3c6b35a7e7fd0a56aab3c29bd47737b","LKMB005_036",0.00330578512396694,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R2_001.fastq.gz","08-04--MP4-2","LKMB005_036","Pilot","E2","4-Aug","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp2","Timepoint 2",2,2,"None","Tp2_Cage4","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","2wks post-Abx (just prior to N9/Infxn)","Pre-Infection","Pre-Infection","Pre-Infection","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"2208","67696afee40020e8783692136dc56cf9","LKMB005_108",0.00330469266358229,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_108_S110_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_108_S110_R2_001.fastq.gz","09-16--MP4-3","LKMB005_108","Pilot","E2","16-Sep","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp5","Timepoint 5",5,8,"None","Tp5_Cage4","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","1.29E+07","High","CIN 3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"2819","9e86f64a1fee46909e1f558ed11a9f52","LKMB005_108",0.00330469266358229,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_108_S110_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_108_S110_R2_001.fastq.gz","09-16--MP4-3","LKMB005_108","Pilot","E2","16-Sep","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp5","Timepoint 5",5,8,"None","Tp5_Cage4","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","1.29E+07","High","CIN 3","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"2799","9e86f64a1fee46909e1f558ed11a9f52","LKMB005_060",0.00328064419922457,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_060_S60_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_060_S60_R2_001.fastq.gz","08-19--MP4-1","LKMB005_060","Pilot","E2","19-Aug","MP4-1","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp3","Timepoint 3",3,4,"None","Tp3_Cage4","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","4.46E+05","High","CIN 3","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"1148","37567c02744645c86f46e63fbd363b75","LKMB005_066",0.00326309901174716,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_066_S66_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_066_S66_R2_001.fastq.gz","08-19--MP5-4","LKMB005_066","Pilot","E2","19-Aug","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp3","Timepoint 3",3,4,"None","Tp3_Cage5","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","4.75E+05","High","CIN 2","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas"
"1805","58a74f0521d7e47b39f901fa259a8a6e","LKMB005_066",0.00326309901174716,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_066_S66_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_066_S66_R2_001.fastq.gz","08-19--MP5-4","LKMB005_066","Pilot","E2","19-Aug","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp3","Timepoint 3",3,4,"None","Tp3_Cage5","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","4.75E+05","High","CIN 2","Low","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Blastomonas"
"813","2800bb10e27d18faa1115fa96aa35f9a","LKMB005_166",0.00325626831650928,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_166_S168_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_166_S168_R2_001.fastq.gz","10-13--MP5-4","LKMB005_166","Pilot","E2","13-Oct","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp7","Timepoint 7",7,12,"None","Tp7_Cage5","Tp7_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","10 wks post-infection with MmuPV1","4.19E+04","High","CIN 2","Low","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"3169","b15c9f60a2fbf3f5098cb96035e3a995","LKMB005_087",0.00324256604885957,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_087_S87_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_087_S87_R2_001.fastq.gz","09-01--MP5-4","LKMB005_087","Pilot","E2","1-Sep","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp4","Timepoint 4",4,6,"None","Tp4_Cage5","Tp4_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","4 wks post-infection with MmuPV1","6.14E+05","High","CIN 2","Low","Persistent","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"4559","fbe681bb9d21244b516cdfdb7f230b69","LKMB005_133",0.0032258064516129,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_133_S135_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_133_S135_R2_001.fastq.gz","09-29--MP4-3","LKMB005_133","Pilot","E2","29-Sep","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp6","Timepoint 6",6,10,"None","Tp6_Cage4","Tp6_None","No","Infected","Infected","Infected","Mid Infection (8 & 10 wpi)","8 wks post-infection with MmuPV1","1.23E+05","High","CIN 3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"2810","9e86f64a1fee46909e1f558ed11a9f52","LKMB005_062",0.0032238907270722,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_062_S62_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_062_S62_R2_001.fastq.gz","08-19--MP4-3","LKMB005_062","Pilot","E2","19-Aug","MP4-3","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp3","Timepoint 3",3,4,"None","Tp3_Cage4","Tp3_None","No","Infected","Infected","Infected","Infection Establishment (2wpi)","2 wks post-infection with MmuPV1","1.69E+05","High","CIN 3","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"878","2dd6754d340a654f3de196d341347939","LKMB005_109",0.00322202694786175,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_109_S111_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_109_S111_R2_001.fastq.gz","09-16--MP5-2","LKMB005_109","Pilot","E2","16-Sep","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp5","Timepoint 5",5,8,"None","Tp5_Cage5","Tp5_None","No","Infected","Infected","Infected","Early Infection (4 & 6wpi)","6 wks post-infection with MmuPV1","4.63E+05","High","No Tissue","No Tissue","Unknown","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus"
