sample-id	forward-absolute-filepath	reverse-absolute-filepath	Mouse-ID	LK16Sid	ExName	Ex	LavageDate	MP	SampleOrigin	Cage	ExCage	ExCageTp	Timepoint	TimeP	Timepoint.wks	AntibioticTx	Tp.Cage	Tp.ABX	NaturalMicro	Infected	InfectStage2	InfectStageDepo	InfectStageDEM	InfectStage	ViralCopyNumber	ViralCopyNumberHighLow	DiseaseCINEndpoint 	DiseaseEndpointRanked	Cleared/PersistentAtEndpoint
LKMB005_153	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_153_S155_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_153_S155_R2_001.fastq.gz	10-13--MP2-1	LKMB005_153	Pilot	E2	13-Oct	MP2-1	Mouse	Cage2	E2_Cage2	E2_Cage2_Tp7	Timepoint 7	7	12	ABX	Tp7_Cage2	Tp7_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	9.62E+02	Low	CIN 2	Low	Cleared 
LKMB005_154	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_154_S156_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_154_S156_R2_001.fastq.gz	10-13--MP2-2	LKMB005_154	Pilot	E2	13-Oct	MP2-2	Mouse	Cage2	E2_Cage2	E2_Cage2_Tp7	Timepoint 7	7	12	ABX	Tp7_Cage2	Tp7_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	4.43E+03	Low	CIN 2	Low	Persistent
LKMB005_155	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_155_S157_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_155_S157_R2_001.fastq.gz	10-13--MP2-3	LKMB005_155	Pilot	E2	13-Oct	MP2-3	Mouse	Cage2	E2_Cage2	E2_Cage2_Tp7	Timepoint 7	7	12	ABX	Tp7_Cage2	Tp7_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	7.17E+05	High	CIN 3	High	Persistent
LKMB005_156	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_156_S158_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_156_S158_R2_001.fastq.gz	10-13--MP2-4	LKMB005_156	Pilot	E2	13-Oct	MP2-4	Mouse	Cage2	E2_Cage2	E2_Cage2_Tp7	Timepoint 7	7	12	ABX	Tp7_Cage2	Tp7_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	7.07E+02	Low	CIN 3	High	Persistent
LKMB005_157	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_157_S159_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_157_S159_R2_001.fastq.gz	10-13--MP3-1	LKMB005_157	Pilot	E2	13-Oct	MP3-1	Mouse	Cage3	E2_Cage3	E2_Cage3_Tp7	Timepoint 7	7	12	ABX	Tp7_Cage3	Tp7_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	1.56E+03	Low	CIN 2	Low	Persistent
LKMB005_158	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_158_S160_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_158_S160_R2_001.fastq.gz	10-13--MP3-2	LKMB005_158	Pilot	E2	13-Oct	MP3-2	Mouse	Cage3	E2_Cage3	E2_Cage3_Tp7	Timepoint 7	7	12	ABX	Tp7_Cage3	Tp7_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	6.25E+04	High	CIN 3	High	Persistent
LKMB005_159	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_159_S161_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_159_S161_R2_001.fastq.gz	10-13--MP3-3	LKMB005_159	Pilot	E2	13-Oct	MP3-3	Mouse	Cage3	E2_Cage3	E2_Cage3_Tp7	Timepoint 7	7	12	ABX	Tp7_Cage3	Tp7_ABX	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	7.13E+05	High	CIN 3	High	Persistent
LKMB005_160	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_160_S162_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_160_S162_R2_001.fastq.gz	10-13--MP4-1	LKMB005_160	Pilot	E2	13-Oct	MP4-1	Mouse	Cage4	E2_Cage4	E2_Cage4_Tp7	Timepoint 7	7	12	None	Tp7_Cage4	Tp7_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	4.11E+04	High	CIN 3	High	Persistent
LKMB005_161	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_161_S163_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_161_S163_R2_001.fastq.gz	10-13--MP4-2	LKMB005_161	Pilot	E2	13-Oct	MP4-2	Mouse	Cage4	E2_Cage4	E2_Cage4_Tp7	Timepoint 7	7	12	None	Tp7_Cage4	Tp7_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	4.85E+04	High	CIN 3	High	Persistent
LKMB005_162	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_162_S164_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_162_S164_R2_001.fastq.gz	10-13--MP4-3	LKMB005_162	Pilot	E2	13-Oct	MP4-3	Mouse	Cage4	E2_Cage4	E2_Cage4_Tp7	Timepoint 7	7	12	None	Tp7_Cage4	Tp7_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	3.04E+04	High	CIN 3	High	Persistent
LKMB005_163	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_163_S165_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_163_S165_R2_001.fastq.gz	10-13--MP5-1	LKMB005_163	Pilot	E2	13-Oct	MP5-1	Mouse	Cage5	E2_Cage5	E2_Cage5_Tp7	Timepoint 7	7	12	None	Tp7_Cage5	Tp7_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	1.50E+03	Low	CIN 3	High	Persistent
LKMB005_164	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_164_S166_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_164_S166_R2_001.fastq.gz	10-13--MP5-2	LKMB005_164	Pilot	E2	13-Oct	MP5-2	Mouse	Cage5	E2_Cage5	E2_Cage5_Tp7	Timepoint 7	7	12	None	Tp7_Cage5	Tp7_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	6.59E+05	High	No Tissue	No Tissue	Unknown
LKMB005_165	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_165_S167_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_165_S167_R2_001.fastq.gz	10-13--MP5-3	LKMB005_165	Pilot	E2	13-Oct	MP5-3	Mouse	Cage5	E2_Cage5	E2_Cage5_Tp7	Timepoint 7	7	12	None	Tp7_Cage5	Tp7_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	3.54E+06	High	SCC	Cancer	Persistent
LKMB005_166	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_166_S168_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_166_S168_R2_001.fastq.gz	10-13--MP5-4	LKMB005_166	Pilot	E2	13-Oct	MP5-4	Mouse	Cage5	E2_Cage5	E2_Cage5_Tp7	Timepoint 7	7	12	None	Tp7_Cage5	Tp7_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	4.19E+04	High	CIN 2	Low	Persistent
LKMB005_167	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_167_S169_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_167_S169_R2_001.fastq.gz	10-13--MP6-1	LKMB005_167	Pilot	E2	13-Oct	MP6-1	Mouse	Cage6	E2_Cage6	E2_Cage6_Tp7	Timepoint 7	7	12	None	Tp7_Cage6	Tp7_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	6.01E+04	High	CIN 3	High	Persistent
LKMB005_168	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_168_S170_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_168_S170_R2_001.fastq.gz	10-13--MP6-2	LKMB005_168	Pilot	E2	13-Oct	MP6-2	Mouse	Cage6	E2_Cage6	E2_Cage6_Tp7	Timepoint 7	7	12	None	Tp7_Cage6	Tp7_None	No	Infected	Infected	Infected	Mid Infection (8 & 10 wpi)	10 wks post-infection with MmuPV1	6.54E+04	High	CIN 3	High	Persistent
