"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","LCM","Date","Treatment","LCMSample","Mouse","MouseNO","MouseSampleNumber","LCM.Spots","Epi.Stroma","DNA.RNA","Infected","E2","Disease","Disease2","Estrus.Stage","Location","DisTx","TxEs","Viral.Copy.Number..per.5ng.total.DNA.","Mouse.ID","ViralCopyNumberHighLow","Cleared.Persistent","Kingdom","Phylum","Class","Order","Family","Genus"
"2116","8632dac767a978f390c0739543c2a1a6","LK16S004-313",0.0128939828080229,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-313_S212_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-313_S212_R2_001.fastq.gz","LCM07","8/10/21","Mock","MES-43-35_23_1E","M.35",35,1,19,"Epi","DNA","Mock","none","No disease","No disease","Estrus","Ectocervix","Mock -No disease","Mock -Estrus","N/A","43-35","","Mock","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"565","1e222faf07bcd55a8b19ee90a23f0f96","LK16S004-334",0.0128896882494005,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-334_S233_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-334_S233_R2_001.fastq.gz","LCM28","8/11/21","Mock + 6m E2","MES-43-43_68_2E","M.43",43,2,17,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","N/A","43-43","","Mock+E2","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Cellvibrio"
"2079","8632dac767a978f390c0739543c2a1a6","LK16S004-334",0.0128896882494005,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-334_S233_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-334_S233_R2_001.fastq.gz","LCM28","8/11/21","Mock + 6m E2","MES-43-43_68_2E","M.43",43,2,17,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","N/A","43-43","","Mock+E2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"507","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-332",0.0128715905608336,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-332_S231_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-332_S231_R2_001.fastq.gz","LCM26","8/11/21","Mock + 6m E2","MES-43-42_68_2E","M.42",42,2,19,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","N/A","43-42","","Mock+E2","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"2200","91c93208099c5254153fe250684deda0","LK16S004-309",0.0128273650454303,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-309_S208_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-309_S208_R2_001.fastq.gz","LCM03","8/9/21","Mock","MES-43-28_48_1E","M.28",28,1,8,"Epi","DNA","Mock","none","No disease","No disease","Diestrus","Ectocervix","Mock -No disease","Mock -Diestrus","1.54E+01","43-28","Mock","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"1406","5772164cfa39aea6461ef5810312aecf","LK16S004-316",0.0126760563380282,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-316_S215_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-316_S215_R2_001.fastq.gz","LCM10","8/10/21","MmuPV1 only","MES-43-1_68_2E","M.01",1,2,18,"Epi","DNA","MmuPV","none","Low CIN","Low CIN","Proestrus","Vaginal wall","MmuPV1 only -Low CIN","MmuPV1 only -Proestrus","7.09E+05","43-1","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"466","1a98ff4f7e42b825bd257e038465432f","LK16S004-321",0.0126530612244898,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-321_S220_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-321_S220_R2_001.fastq.gz","LCM15","8/10/21","MmuPV1 only","MES-43-8_33_1E","M.08",8,1,37,"Epi","DNA","MmuPV","none","Low CIN (lower end CIN2-3)","Low CIN","Diestrus","Cervicovaginal Fornix","MmuPV1 only -Low CIN","MmuPV1 only -Diestrus","1.34E+06","43-8","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"502","1a98ff4f7e42b825bd257e038465432f","LK16S004-345",0.0125588697017268,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-345_S244_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-345_S244_R2_001.fastq.gz","LCM39","8/12/21","MmuPV1 + 6m E2","MES-43-19_68_2E","M.19",19,2,102,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Diestrus","Ectocervix","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Diestrus","9.12E+06","43-19","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"1192","4868c31df7d7ea631682eb1c3a2f2dee","LK16S004-327",0.0123598735268755,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-327_S226_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-327_S226_R2_001.fastq.gz","LCM21","8/11/21","Mock + 6m E2","MES-43-39_63_1E","M.39",39,1,20,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","1.65E+01","43-39","Mock","Mock+E2","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"1497","5b6b39802db698e3aee0c00b24df674b","LK16S004-350",0.0123259164398911,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-350_S249_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-350_S249_R2_001.fastq.gz","LCM44","8/13/21","MmuPV1 + 6m E2","MES-43-25_13_1E","M.25",25,1,124,"Epi","DNA","MmuPV","E2","SCC (at least CIN 3)","SCC","Diestrus","Ectocervix","MmuPV1 + 6m E2 -SCC","MmuPV1 + 6m E2 -Diestrus","7.59E+05","43-25","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"771","2802fb533a2ec8dc56986d645fed3af8","LK16S004-318",0.0122582690478707,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-318_S217_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-318_S217_R2_001.fastq.gz","LCM12","8/10/21","MmuPV1 only","MES-43-3_43_1E","M.03",3,1,99,"Epi","DNA","MmuPV","none","High CIN (at least CIN3)","High CIN","Diestrus","Vaginal wall","MmuPV1 only -High CIN","MmuPV1 only -Diestrus","4.92E+05","43-3","Low","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1545","5d37dc6851071e3cdbd525a861be9e05","LK16S004-345",0.012196594614177,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-345_S244_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-345_S244_R2_001.fastq.gz","LCM39","8/12/21","MmuPV1 + 6m E2","MES-43-19_68_2E","M.19",19,2,102,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Diestrus","Ectocervix","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Diestrus","9.12E+06","43-19","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"2892","ecffc2022c0e89787d19d43381a157a7","LK16S004-342",0.01214179886532,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-342_S241_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-342_S241_R2_001.fastq.gz","LCM36","8/12/21","MmuPV1 + 6m E2","MES-43-18_08_1E","M.18",18,1,93,"Epi","DNA","MmuPV","E2","SCC","SCC","Metestrus/Diestrus","Ectocervix","MmuPV1 + 6m E2 -SCC","MmuPV1 + 6m E2 -Metestrus/Diestrus","1.86E+06","43-18","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"2429","a8b6786cd18ffb7901b88116577271aa","LK16S004-341",0.012072148842494,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-341_S240_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-341_S240_R2_001.fastq.gz","LCM35","8/12/21","MmuPV1 + 6m E2","MES-43-17_23_1E","M.17",17,1,75,"Epi","DNA","MmuPV","E2","Low CIN (CIN2)","Low CIN","Diestrus/Proestrus","Cervicovaginal Fornix","MmuPV1 + 6m E2 -Low CIN","MmuPV1 + 6m E2 -Diestrus/Proestrus","2.92E+06","43-17","High","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Anaerococcus"
"1474","5b6b39802db698e3aee0c00b24df674b","LK16S004-332",0.0119521912350598,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-332_S231_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-332_S231_R2_001.fastq.gz","LCM26","8/11/21","Mock + 6m E2","MES-43-42_68_2E","M.42",42,2,19,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","N/A","43-42","","Mock+E2","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"499","1a98ff4f7e42b825bd257e038465432f","LK16S004-352",0.0117622781675609,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-352_S251_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-352_S251_R2_001.fastq.gz","LCM46","8/13/21","MmuPV1 + 6m E2","MES-43-26_28_2E","M.26",26,2,161,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Estrus/Metestrus","Vaginal wall","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Estrus/Metestrus","2.03E+07","43-26","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"1530","5d37dc6851071e3cdbd525a861be9e05","LK16S004-315",0.011744966442953,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-315_S214_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-315_S214_R2_001.fastq.gz","LCM09","8/10/21","MmuPV1 only","MES-43-1_68_1E","M.01",1,1,10,"Epi","DNA","MmuPV","none","Low CIN","Low CIN","Proestrus","Vaginal wall","MmuPV1 only -Low CIN","MmuPV1 only -Proestrus","7.09E+05","43-1","Low","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"470","1a98ff4f7e42b825bd257e038465432f","LK16S004-323",0.0115864527629234,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-323_S222_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-323_S222_R2_001.fastq.gz","LCM17","8/11/21","Mock + 6m E2","MES-43-37_58_1E","M.37",37,1,12,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus/Diestrus","Ectocervix","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus/Diestrus","1.30E+01","43-37","Mock","Mock+E2","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"1540","5d37dc6851071e3cdbd525a861be9e05","LK16S004-351",0.0115110246433204,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-351_S250_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-351_S250_R2_001.fastq.gz","LCM45","8/13/21","MmuPV1 + 6m E2","MES-43-26_28_1E","M.26",26,1,128,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Estrus/Metestrus","Vaginal wall","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Estrus/Metestrus","2.03E+07","43-26","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"2328","a562be7bb599d54fe6eb783bad4b090b","LK16S004-322",0.0114771806643262,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-322_S221_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-322_S221_R2_001.fastq.gz","LCM16","8/10/21","MmuPV1 only","MES-43-10_18_1E","M.10",10,1,42,"Epi","DNA","MmuPV","none","High CIN (CIN2-3)","High CIN","Diestrus","Cervicovaginal Fornix","MmuPV1 only -High CIN","MmuPV1 only -Diestrus","7.58E+05","43-10","Low","Persistent","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga"
"927","3ea6039db42e9e06c3b3515a18bc12ee","LK16S004-341",0.0107939213179946,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-341_S240_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-341_S240_R2_001.fastq.gz","LCM35","8/12/21","MmuPV1 + 6m E2","MES-43-17_23_1E","M.17",17,1,75,"Epi","DNA","MmuPV","E2","Low CIN (CIN2)","Low CIN","Diestrus/Proestrus","Cervicovaginal Fornix","MmuPV1 + 6m E2 -Low CIN","MmuPV1 + 6m E2 -Diestrus/Proestrus","2.92E+06","43-17","High","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"2853","ecffc2022c0e89787d19d43381a157a7","LK16S004-332",0.0107263254673613,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-332_S231_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-332_S231_R2_001.fastq.gz","LCM26","8/11/21","Mock + 6m E2","MES-43-42_68_2E","M.42",42,2,19,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","N/A","43-42","","Mock+E2","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1401","5772164cfa39aea6461ef5810312aecf","LK16S004-311",0.010651542398672,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-311_S210_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-311_S210_R2_001.fastq.gz","LCM05","8/10/21","Mock","MES-43-34_43_1E","M.34",34,1,13,"Epi","DNA","Mock","none","No disease","No disease","Metestrus/Diestrus","Ectocervix","Mock -No disease","Mock -Metestrus/Diestrus","N/A","43-34","","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"138","0a36b4a346765441a0c61eafc49f02ab","LK16S004-345",0.0106267359014612,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-345_S244_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-345_S244_R2_001.fastq.gz","LCM39","8/12/21","MmuPV1 + 6m E2","MES-43-19_68_2E","M.19",19,2,102,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Diestrus","Ectocervix","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Diestrus","9.12E+06","43-19","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"382","17c171ce10d22010cabfc28fe6f39010","LK16S004-345",0.0106267359014612,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-345_S244_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-345_S244_R2_001.fastq.gz","LCM39","8/12/21","MmuPV1 + 6m E2","MES-43-19_68_2E","M.19",19,2,102,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Diestrus","Ectocervix","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Diestrus","9.12E+06","43-19","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"3053","fbe681bb9d21244b516cdfdb7f230b69","LK16S004-345",0.0106267359014612,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-345_S244_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-345_S244_R2_001.fastq.gz","LCM39","8/12/21","MmuPV1 + 6m E2","MES-43-19_68_2E","M.19",19,2,102,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Diestrus","Ectocervix","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Diestrus","9.12E+06","43-19","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"576","1e222faf07bcd55a8b19ee90a23f0f96","LK16S004-312",0.0105196047178833,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-312_S211_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-312_S211_R2_001.fastq.gz","LCM06","8/10/21","Mock","MES-43-34_43_2E","M.34",34,2,41,"Epi","DNA","Mock","none","No disease","No disease","Metestrus/Diestrus","Cervicovaginal wall","Mock -No disease","Mock -Metestrus/Diestrus","N/A","43-34","","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Cellvibrio"
"1242","4a723d5beae43e83e6585cea8707c0c7","LK16S004-320",0.0104602510460251,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-320_S219_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-320_S219_R2_001.fastq.gz","LCM14","8/10/21","MmuPV1 only","MES-43-6_38_1E","M.06",6,1,82,"Epi","DNA","MmuPV","none","High CIN (CIN2-3)","High CIN","Diestrus/Proestrus","Cervicovaginal wall","MmuPV1 only -High CIN","MmuPV1 only -Diestrus/Proestrus","9.00E+05","43-6","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"1490","5b6b39802db698e3aee0c00b24df674b","LK16S004-337",0.0103309255837393,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-337_S236_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-337_S236_R2_001.fastq.gz","LCM31","8/12/21","MmuPV1 + 6m E2","MES-43-15_43_1E","M.15",15,1,254,"Epi","DNA","MmuPV","E2","Low CIN (CIN 1-2)","Low CIN","Metestrus/Diestrus","Cervicovaginal Fornix","MmuPV1 + 6m E2 -Low CIN","MmuPV1 + 6m E2 -Metestrus/Diestrus","3.97E+06","43-15","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"1855","715d5779bc0780bf16c3b2ea1f0ceeeb","LK16S004-345",0.0102644608139114,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-345_S244_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-345_S244_R2_001.fastq.gz","LCM39","8/12/21","MmuPV1 + 6m E2","MES-43-19_68_2E","M.19",19,2,102,"Epi","DNA","MmuPV","E2","High CIN (at least CIN3)","High CIN","Diestrus","Ectocervix","MmuPV1 + 6m E2 -High CIN","MmuPV1 + 6m E2 -Diestrus","9.12E+06","43-19","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia"
"1217","4a723d5beae43e83e6585cea8707c0c7","LK16S004-334",0.0101918465227818,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-334_S233_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-334_S233_R2_001.fastq.gz","LCM28","8/11/21","Mock + 6m E2","MES-43-43_68_2E","M.43",43,2,17,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","N/A","43-43","","Mock+E2","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"551","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-328",0.0101867572156197,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-328_S227_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-328_S227_R2_001.fastq.gz","LCM22","8/11/21","Mock + 6m E2","MES-43-39_63_2E","M.39",39,2,24,"Epi","DNA","Mock","E2","Hyperplasia (No Dysplasia)","Hyperplasia (No Dysplasia)","Metestrus ","Cervicovaginal wall","Mock + 6m E2 -Hyperplasia (No Dysplasia)","Mock + 6m E2 -Metestrus ","1.65E+01","43-39","Mock","Mock+E2","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"1272","4e269cbdd41f328dabf501e891c0c3ce","LK16S004-348",0.00984848484848485,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-348_S247_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/LCMexperiment/ReSequencedData/LCMresequenced-fastqs/LK16S004-348_S247_R2_001.fastq.gz","LCM42","8/13/21","MmuPV1 + 6m E2","MES-43-22_33_1E","M.22",22,1,122,"Epi","DNA","MmuPV","E2","Low CIN (CIN2)","Low CIN","Diestrus","Cervicovaginal wall","MmuPV1 + 6m E2 -Low CIN","MmuPV1 + 6m E2 -Diestrus","1.13E+07","43-22","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
