"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","SampleNO","Ex","ShortID","FullID","MouseID","Cage","Group","Infected","ABX","Timepoint","Tp.Inf.ABX.Group","LevageDate","PostInfection.wk.","InfectStageML","PostABx.wk.","Notes","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","DiseaseEndpointRanked","Cleared.PersistentAtEndpoint","Kingdom","Phylum","Class","Order","Family","Genus"
"7906","d1d32f5e2af125cca03ee71eb338257e","LK16S009-331",0.0202771206488679,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-331_S143_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-331_S143_L001_R2_001.fastq.gz",118,"E4","MV-118","T5-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"1402","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-245",0.0202575376884422,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-245_S57_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-245_S57_L001_R2_001.fastq.gz",30,"E4","MV-30","T2-M-24.B.2-B","M-24.B.2-B","Cage 24B","Mock ABX","Mock","ABX","2","T2 Mock ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",3250,"Mock","Normal","None","Mock","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"4593","8d24ce6982973444cb2b27006fd3045d","LK16S009-333",0.0202255235367818,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-333_S145_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-333_S145_L001_R2_001.fastq.gz",120,"E4","MV-120","T5-M-28.4-B","M-28.4-B","Cage 28","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Sediminibacterium"
"2396","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-355",0.0201238390092879,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-355_S167_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-355_S167_L001_R2_001.fastq.gz",143,"E4","MV-143","T6-M-28.1-B","M-28.1-B","Cage 28","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",203000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"8949","e46e5ea0148c10de7b2fc15cc6e82686","LK16S009-239",0.020112016293279,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-239_S51_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-239_S51_L001_R2_001.fastq.gz",24,"E4","MV-24","T1-M-31.2-B","M-31.2-B","Cage 31","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",1930000,"High","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Kytococcus"
"5592","a3905a301aebbc2efdb2a4d3ab91aa74","LK16S009-278",0.0198726114649682,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-278_S90_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-278_S90_L001_R2_001.fastq.gz",63,"E4","MV-63","T3-M-26.3-B","M-26.3-B","Cage 26","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",114000,"High","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"2483","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-341",0.0198675496688742,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-341_S153_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-341_S153_L001_R2_001.fastq.gz",128,"E4","MV-128","T5-M-31.2-B","M-31.2-B","Cage 31","Infected ABX","Infected","ABX","5","T5 Infected ABX","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"215","0dee52d76dbe1fc51de400fe84acfb2d","LK16S009-277",0.0198334595003785,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-277_S89_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-277_S89_L001_R2_001.fastq.gz",62,"E4","MV-62","T3-M-26.2-B","M-26.2-B","Cage 26","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",24200000,"High","At least CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus"
"2833","4fbe82b6d337fb7468f4cadd594b7279","LK16S009-322",0.0198019801980198,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-322_S134_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-322_S134_L001_R2_001.fastq.gz",108,"E4","MV-108","T5-M-24.B.2-B","M-24.B.2-B","Cage 24B","Mock ABX","Mock","ABX","5","T5 Mock ABX","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","Normal","None","Mock","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"2802","4fbe82b6d337fb7468f4cadd594b7279","LK16S009-342",0.0197897340754484,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-342_S154_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-342_S154_L001_R2_001.fastq.gz",129,"E4","MV-129","T5-M-31.3-B","M-31.3-B","Cage 31","Infected ABX","Infected","ABX","5","T5 Infected ABX","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"7890","d1d32f5e2af125cca03ee71eb338257e","LK16S009-256",0.0197682344921609,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-256_S68_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-256_S68_L001_R2_001.fastq.gz",41,"E4","MV-41","T2-M-28.3-B","M-28.3-B","Cage 28","Infected None","Infected","None","2","T2 Infected None","1.25.21","7","Early Infection 5 & 7 wpi","2","",108000,"High","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"2423","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-345",0.0197158596694694,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-345_S157_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-345_S157_L001_R2_001.fastq.gz",132,"E4","MV-132","T6-M-24.A.2-B","M-24.A.2-B","Cage 24A","Mock None","Mock","None","6","T6 Mock None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",36.5,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"8172","d75ceccc02539f840bc6f73878853cbd","LK16S009-231",0.0195473251028807,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-231_S43_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-231_S43_L001_R2_001.fastq.gz",16,"E4","MV-16","T1-M-28.4-B","M-28.4-B","Cage 28","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",819000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"4387","8652c56146d4ab5b9463db05e0638888","LK16S009-363",0.0194503701844648,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-363_S175_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-363_S175_L001_R2_001.fastq.gz",151,"E4","MV-151","T6-M-30.2-B","M-30.2-B","Cage 30","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",207000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Adlercreutzia"
"2797","4fbe82b6d337fb7468f4cadd594b7279","LK16S009-328",0.0194235588972431,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-328_S140_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-328_S140_L001_R2_001.fastq.gz",115,"E4","MV-115","T5-M-26.3-B","M-26.3-B","Cage 26","Infected ABX","Infected","ABX","5","T5 Infected ABX","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"10102","fd190cc4f5fa59425111b7dffaa4bb6c","LK16S009-329",0.0193661971830986,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-329_S141_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-329_S141_L001_R2_001.fastq.gz",116,"E4","MV-116","T5-M-26.4-B","M-26.4-B","Cage 26","Infected ABX","Infected","ABX","5","T5 Infected ABX","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"808","17f50af20d48ca860498a2ad977b4801","LK16S009-250",0.0193021529324425,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-250_S62_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-250_S62_L001_R2_001.fastq.gz",35,"E4","MV-35","T2-M-26.1-B","M-26.1-B","Cage 26","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",388000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia"
"1733","2e851e956e6efc6849ac305ae18ef4bb","LK16S009-261",0.0192307692307692,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-261_S73_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-261_S73_L001_R2_001.fastq.gz",46,"E4","MV-46","T2-M-30.1-B","M-30.1-B","Cage 30","Infected None","Infected","None","2","T2 Infected None","1.25.21","7","Early Infection 5 & 7 wpi","2","",17400,"Low","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"6937","c0668468b41b073e607d60fac4a96b4f","LK16S009-233",0.0191600541900523,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-233_S45_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-233_S45_L001_R2_001.fastq.gz",18,"E4","MV-18","T1-M-29.2-B","M-29.2-B","Cage 29","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",1350,"Low","Normal/Hyperplasia","None","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Macrococcus"
"1381","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-247",0.0191204588910134,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-247_S59_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-247_S59_L001_R2_001.fastq.gz",32,"E4","MV-32","T2-M-25.2-B","M-25.2-B","Cage 25","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",813,"Low","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"1397","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-249",0.0190669371196755,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-249_S61_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-249_S61_L001_R2_001.fastq.gz",34,"E4","MV-34","T2-M-25.4-B","M-25.4-B","Cage 25","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",2710,"Low","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"7762","cd6018ff4b88a82f603282e835f496ef","LK16S009-249",0.0190669371196755,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-249_S61_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-249_S61_L001_R2_001.fastq.gz",34,"E4","MV-34","T2-M-25.4-B","M-25.4-B","Cage 25","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",2710,"Low","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"699","13aa547f88dd3b77be2718455ea4b4b1","LK16S009-314",0.0190641247833622,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-314_S126_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-314_S126_L001_R2_001.fastq.gz",100,"E4","MV-100","T4-M-30.3-B","M-30.3-B","Cage 30","Infected None","Infected","None","4","T4 Infected None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"3358","55f23ef5122181542ef5d7f3852904c9","LK16S009-255",0.019008019008019,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-255_S67_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-255_S67_L001_R2_001.fastq.gz",40,"E4","MV-40","T2-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","2","T2 Infected None","1.25.21","7","Early Infection 5 & 7 wpi","2","",28600,"High","CIN3","High","Persistent","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum"
"787","17f50af20d48ca860498a2ad977b4801","LK16S009-286",0.0189445196211096,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-286_S98_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-286_S98_L001_R2_001.fastq.gz",71,"E4","MV-71","T3-M-29.3-B","M-29.3-B","Cage 29","Infected None","Infected","None","3","T3 Infected None","2.8.21","9","Mid Infection 9 & 14 wpi","4","",107000,"High","CIN3","High","Cleared","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia"
"7899","d1d32f5e2af125cca03ee71eb338257e","LK16S009-277",0.0189250567751703,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-277_S89_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-277_S89_L001_R2_001.fastq.gz",62,"E4","MV-62","T3-M-26.2-B","M-26.2-B","Cage 26","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",24200000,"High","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"1462","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-347",0.0187937062937063,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-347_S159_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-347_S159_L001_R2_001.fastq.gz",134,"E4","MV-134","T6-M-24.B.2-B","M-24.B.2-B","Cage 24B","Mock ABX","Mock","ABX","6","T6 Mock ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",512,"Mock","Normal","None","Mock","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"7882","d1d32f5e2af125cca03ee71eb338257e","LK16S009-349",0.0187288010617903,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-349_S161_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-349_S161_L001_R2_001.fastq.gz",136,"E4","MV-136","T6-M-25.2-B","M-25.2-B","Cage 25","Infected ABX","Infected","ABX","6","T6 Infected ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",136000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"5708","a3905a301aebbc2efdb2a4d3ab91aa74","LK16S009-291",0.0186131829891693,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-291_S103_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-291_S103_L001_R2_001.fastq.gz",76,"E4","MV-76","T3-M-31.2-B","M-31.2-B","Cage 31","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",717000,"High","At least CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"5648","a3905a301aebbc2efdb2a4d3ab91aa74","LK16S009-361",0.0185275475377864,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-361_S173_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-361_S173_L001_R2_001.fastq.gz",149,"E4","MV-149","T6-M-29.3-B","M-29.3-B","Cage 29","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",209,"Low","CIN3","High","Cleared","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"5365","9db68c52932369c1fa1f249959356001","LK16S009-222",0.0185062789160608,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-222_S34_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-222_S34_L001_R2_001.fastq.gz",7,"E4","MV-7","T1-M-25.3-B","M-25.3-B","Cage 25","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",25100,"High","CIN3","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","[Prevotella]"
"9866","f716e8fadfd332563b90125b21ae3e54","LK16S009-350",0.0184188741721854,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-350_S162_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-350_S162_L001_R2_001.fastq.gz",137,"E4","MV-137","T6-M-25.3-B","M-25.3-B","Cage 25","Infected ABX","Infected","ABX","6","T6 Infected ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",410000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"5660","a3905a301aebbc2efdb2a4d3ab91aa74","LK16S009-356",0.0183116076970826,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-356_S168_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-356_S168_L001_R2_001.fastq.gz",144,"E4","MV-144","T6-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",1560000,"High","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1276","2187cb4ecf170162b71d74df73540614","LK16S009-333",0.018077680329336,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-333_S145_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-333_S145_L001_R2_001.fastq.gz",120,"E4","MV-120","T5-M-28.4-B","M-28.4-B","Cage 28","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Kocuria"
"10258","fe24c0185d2802c0dd3bdc1ba5d90dab","LK16S009-233",0.0179988387845945,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-233_S45_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-233_S45_L001_R2_001.fastq.gz",18,"E4","MV-18","T1-M-29.2-B","M-29.2-B","Cage 29","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",1350,"Low","Normal/Hyperplasia","None","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium"
"6462","ba74bc2d9784d7cceb6e4d8ff377ecae","LK16S009-345",0.0179762249927515,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-345_S157_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-345_S157_L001_R2_001.fastq.gz",132,"E4","MV-132","T6-M-24.A.2-B","M-24.A.2-B","Cage 24A","Mock None","Mock","None","6","T6 Mock None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",36.5,"Mock","Normal/Hyperplasia","None","Mock","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"8874","e46e5ea0148c10de7b2fc15cc6e82686","LK16S009-315",0.0179502026635785,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-315_S127_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-315_S127_L001_R2_001.fastq.gz",101,"E4","MV-101","T4-M-31.1-B","M-31.1-B","Cage 31","Infected ABX","Infected","ABX","4","T4 Infected ABX","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Kytococcus"
"2907","4fbe82b6d337fb7468f4cadd594b7279","LK16S009-223",0.0179083094555874,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-223_S35_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-223_S35_L001_R2_001.fastq.gz",8,"E4","MV-8","T1-M-25.4-B","M-25.4-B","Cage 25","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",1480,"Low","","","","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
