"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","Mouse.ID","LK16Sid","ExName","Ex","LavageDate","MP","SampleOrigin","Cage","ExCage","ExCageTp","Timepoint","TimeP","Timepoint.wks","AntibioticTx","Tp.Cage","Tp.ABX","NaturalMicro","Infected","InfectStage2","InfectStageDepo","InfectStageDEM","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","InfectStage","DiseaseEndpointRanked","Cleared.PersistentAtEndpoint","Tp.Infect","ABX.Infect","Tp.ABX.Infect","InfectionStage","InfectStagePreUM","DiseaseCINEndpointRanked","Cleared.Persistent","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"9136","f6fee0996809fffc3b3b8d32845466e7","LK16S004-012",0.005,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R2_001.fastq.gz","07-28-M6-1","LK16S004_012","Baseline","E3","7/28/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Tp1_Cage6","Tp1_None","Natural","Untouched","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus]","gnavus"
"3028","4d031dcebe39427cf5ce0610c37486af","LK16S004-060",0.00491642084562439,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_060_S60_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_060_S60_R2_001.fastq.gz","08-12-M08-2","LK16S004_060","Baseline","E3","8/12/20","M8-2","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp2","Timepoint 2","2","2","None","Tp2_Cage8","Tp2_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp2_Mock","None_Mock","Tp2_None_Mock","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"6568","c3c6b35a7e7fd0a56aab3c29bd47737b","LKMB005_016",0.00491524645137581,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_016_S16_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_016_S16_R2_001.fastq.gz","07-21--MP5-2","LKMB005_016","Pilot","E2","21-Jul","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1","1","0","None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","No Tissue","Unknown",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"1745","2800bb10e27d18faa1115fa96aa35f9a","LKMB005_039",0.00487540628385699,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_039_S39_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_039_S39_R2_001.fastq.gz","08-04--MP5-2","LKMB005_039","Pilot","E2","4-Aug","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2","2","2","None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","No Tissue","Unknown",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","vesicularis"
"3460","53bc6835817bd0ad418b06ac3804505a","LK16S004-012",0.004875,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_012_S12_R2_001.fastq.gz","07-28-M6-1","LK16S004_012","Baseline","E3","7/28/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Tp1_Cage6","Tp1_None","Natural","Untouched","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"8375","e7a45d65652aac5a537308cfdaf81fe1","LKMB005_016",0.00486930956865267,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_016_S16_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_016_S16_R2_001.fastq.gz","07-21--MP5-2","LKMB005_016","Pilot","E2","21-Jul","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1","1","0","None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","No Tissue","Unknown",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium",NA
"6243","b8a430a4c5b1a277cabacbeb07d99a01","LK16S004-094",0.00485908649173955,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_094_S94_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_094_S94_R2_001.fastq.gz","08-19-M08-4","LK16S004_094","Baseline","E3","8/19/20","M8-4","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp3","Timepoint 3","3","3","None","Tp3_Cage8","Tp3_None","Post-Depo","Mock","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Mock","None_Mock","Tp3_None_Mock","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"3144","4e269cbdd41f328dabf501e891c0c3ce","LKMB005_040",0.00484183344092963,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_040_S40_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_040_S40_R2_001.fastq.gz","08-04--MP5-3","LKMB005_040","Pilot","E2","4-Aug","MP5-3","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2","2","2","None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","Cancer","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus",NA
"1688","269aaeefff26fcaf45a96306f752d725","LKMB005_016",0.00482337268592953,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_016_S16_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_016_S16_R2_001.fastq.gz","07-21--MP5-2","LKMB005_016","Pilot","E2","21-Jul","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1","1","0","None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","No Tissue","Unknown",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter",NA
"3481","5772164cfa39aea6461ef5810312aecf","LKMB005_036",0.00477564421450602,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R2_001.fastq.gz","08-04--MP4-2","LKMB005_036","Pilot","E2","4-Aug","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp2","Timepoint 2","2","2","None","Tp2_Cage4","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"1443","2273f6f8613e657e78cc6ae094ec8adf","LKMB005_015",0.00471986417657046,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_015_S15_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_015_S15_R2_001.fastq.gz","07-21--MP5-1","LKMB005_015","Pilot","E2","21-Jul","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1","1","0","None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"5670","abbe4524ced38019aeb11b691e634141","LKMB005_042",0.00471063257065949,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_042_S42_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_042_S42_R2_001.fastq.gz","08-04--MP6-1","LKMB005_042","Pilot","E2","4-Aug","MP6-1","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp2","Timepoint 2","2","2","None","Tp2_Cage6","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium",NA
"7651","dc24a3607176ef6da2dc7d02bc8070fa","LK16S004-056",0.00470366886171214,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_056_S56_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_056_S56_R2_001.fastq.gz","08-12-M7-1","LK16S004_056","Baseline","E3","8/12/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp2","Timepoint 2","2","2","None","Tp2_Cage7","Tp2_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp2_Infected","None_Infected","Tp2_None_Infected","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","","","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"8124","e524bd5430bd67b1db8dc68b426697c7","LK16S004-056",0.00470366886171214,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_056_S56_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_056_S56_R2_001.fastq.gz","08-12-M7-1","LK16S004_056","Baseline","E3","8/12/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp2","Timepoint 2","2","2","None","Tp2_Cage7","Tp2_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp2_Infected","None_Infected","Tp2_None_Infected","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","","","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",NA
"3328","517c49542571fe34526e6803fe7adf73","LKMB005_038",0.00469483568075117,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_038_S38_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_038_S38_R2_001.fastq.gz","08-04--MP5-1","LKMB005_038","Pilot","E2","4-Aug","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2","2","2","None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA
"6526","c289964c026e9e3ffd4d61fccdf8b378","LK16S004-089",0.00465657741559953,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_089_S89_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_089_S89_R2_001.fastq.gz","08-19-M7-2","LK16S004_089","Baseline","E3","8/19/20","M7-2","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp3","Timepoint 3","3","3","None","Tp3_Cage7","Tp3_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo",NA,"","CIN3",NA,NA,NA,"Tp3_Infected","None_Infected","Tp3_None_Infected","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","[Prevotella]",NA
"3237","5142cb14c69eee1b9e87a6cbbecf107d","LKMB005_043",0.00465313028764805,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_043_S43_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_043_S43_R2_001.fastq.gz","08-04--MP6-2","LKMB005_043","Pilot","E2","4-Aug","MP6-2","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp2","Timepoint 2","2","2","None","Tp2_Cage6","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","geniculata"
"1077","1e222faf07bcd55a8b19ee90a23f0f96","LK16S004-018",0.00462351387054161,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_018_S18_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_018_S18_R2_001.fastq.gz","07-28-M07-3","LK16S004_018","Baseline","E3","7/28/20","M7-3","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp1","Timepoint 1","1","0","None","Tp1_Cage7","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","CIN2",NA,NA,NA,"Tp1_Infected","None_Infected","Tp1_None_Infected","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Cellvibrio",NA
"4406","7ef1502ce8bb66ae8e24073897134f0a","LKMB005_042",0.00459847465231045,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_042_S42_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_042_S42_R2_001.fastq.gz","08-04--MP6-1","LKMB005_042","Pilot","E2","4-Aug","MP6-1","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp2","Timepoint 2","2","2","None","Tp2_Cage6","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"1046","1c8169b4e7008ce117a2b8695986fe8f","LKMB005_013",0.00459317585301837,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_013_S13_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_013_S13_R2_001.fastq.gz","07-21--MP4-2","LKMB005_013","Pilot","E2","21-Jul","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp1","Timepoint 1","1","0","None","Tp1_Cage4","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"1859","29be622ba451d6d2fc407ae8cc21fccb","LKMB005_036",0.0045766590389016,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R2_001.fastq.gz","08-04--MP4-2","LKMB005_036","Pilot","E2","4-Aug","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp2","Timepoint 2","2","2","None","Tp2_Cage4","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium",NA
"3568","58cb2b30d953d4d656ef511a9fe53143","LKMB005_018",0.00457419615229383,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_018_S18_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_018_S18_R2_001.fastq.gz","07-21--MP5-4","LKMB005_018","Pilot","E2","21-Jul","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1","1","0","None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","Low","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter","radicincitans"
"9210","f82bb9b7f74f4479d7c4a62002f20b75","LKMB005_015",0.00451612903225806,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_015_S15_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_015_S15_R2_001.fastq.gz","07-21--MP5-1","LKMB005_015","Pilot","E2","21-Jul","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1","1","0","None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus",NA
"7660","dc24a3607176ef6da2dc7d02bc8070fa","LK16S004-019",0.00450557268200142,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R2_001.fastq.gz","07-28-M8-1","LK16S004_019","Baseline","E3","7/28/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Tp1_Cage8","Tp1_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Mock","None_Mock","Tp1_None_Mock","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"7933","dee47612fb4f8a3991fbd89dfd2f10da","LK16S004-019",0.00450557268200142,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R2_001.fastq.gz","07-28-M8-1","LK16S004_019","Baseline","E3","7/28/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Tp1_Cage8","Tp1_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Mock","None_Mock","Tp1_None_Mock","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"6901","ce2230ee228a7db2a398e338a4ee1478","LKMB005_036",0.00447716645109939,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R2_001.fastq.gz","08-04--MP4-2","LKMB005_036","Pilot","E2","4-Aug","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp2","Timepoint 2","2","2","None","Tp2_Cage4","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","geniculata"
"1192","1efd8fef4d9f854abffe102740ce618d","LKMB005_042",0.0044302377747869,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_042_S42_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_042_S42_R2_001.fastq.gz","08-04--MP6-1","LKMB005_042","Pilot","E2","4-Aug","MP6-1","Mouse","Cage6","E2_Cage6","E2_Cage6_Tp2","Timepoint 2","2","2","None","Tp2_Cage6","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium",NA
"5972","b15c9f60a2fbf3f5098cb96035e3a995","LKMB005_036",0.00437767386329718,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_036_S36_R2_001.fastq.gz","08-04--MP4-2","LKMB005_036","Pilot","E2","4-Aug","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp2","Timepoint 2","2","2","None","Tp2_Cage4","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"4894","91c93208099c5254153fe250684deda0","LKMB005_041",0.004271037746739,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_041_S41_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_041_S41_R2_001.fastq.gz","08-04--MP5-4","LKMB005_041","Pilot","E2","4-Aug","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2","2","2","None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","Low","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"3029","4d031dcebe39427cf5ce0610c37486af","LK16S004-019",0.00426843727768556,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_019_S19_R2_001.fastq.gz","07-28-M8-1","LK16S004_019","Baseline","E3","7/28/20","M8-1","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Tp1_Cage8","Tp1_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Mock","None_Mock","Tp1_None_Mock","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
